transaction_id,transaction_date,year,quarter,month,month_num,day_of_week,customer_id,customer_segment,region,city,product_category,product_name,quantity,unit_price,gross_revenue,discount_rate,discount_amount,net_revenue,cost,profit,sales_channel,sales_rep,order_status,profit_margin,revenue_per_unit,is_high_value,days_since_start
TXN001470,2022-07-15,2022,Q3,July,7,Friday,CUST1262,Smb,South,Southampton,Electronics,Webcam HD,6,1095.33,6571.98,0.05,328.6,6243.38,3719.72,2523.66,Online,Rep_17,Completed,40.42,1040.56,True,195
TXN001471,2023-08-15,2023,Q3,August,8,Tuesday,CUST1551,Individual,West,Cardiff,Electronics,Wireless Mouse,3,845.94,2537.82,0.05,126.89,2410.93,1302.55,1108.38,Online,Rep_12,Completed,45.97,803.64,False,591
TXN001472,2023-01-30,2023,Q1,January,1,Monday,CUST6643,Government,South,Brighton,Software,Security Pack,1,53.79,53.79,0.02,1.08,52.71,22.58,30.13,Online,Rep_18,Cancelled,57.16,52.71,False,394
TXN001473,2023-11-11,2023,Q4,November,11,Saturday,CUST2137,Smb,North,Newcastle,Electronics,Webcam HD,2,649.74,1689.32,0.01,16.89,1672.43,1103.61,568.82,Partner,Rep_13,Completed,34.01,836.22,False,679
TXN001474,2022-03-06,2022,Q1,March,3,Sunday,CUST1907,Individual,South,Brighton,Electronics,Bluetooth Headphones,1,730.92,730.92,0.0,0.0,730.92,415.5,315.42,Retail,Rep_17,Completed,43.15,730.92,False,64
TXN001475,2022-06-27,2022,Q2,June,6,Monday,CUST3083,Government,South,Brighton,Electronics,Laptop Pro,2,656.1,1312.2,0.0,0.0,1312.2,880.93,431.27,Online,Rep_18,Completed,32.87,656.1,False,177
TXN001476,2022-01-24,2022,Q1,January,1,Monday,CUST4676,Individual,West,Plymouth,Software,Cloud Storage,1,221.83,221.83,0.05,11.09,210.74,103.61,107.13,Partner,Rep_06,Pending,50.84,210.74,False,23
TXN001477,2024-06-19,2024,Q2,June,6,Wednesday,CUST1412,Enterprise,East,Colchester,Software,Design Pro,5,199.8,999.0,0.05,49.95,949.05,584.38,364.67,Online,Rep_07,Cancelled,38.42,189.81,False,900
TXN001478,2023-09-26,2023,Q3,September,9,Tuesday,CUST6729,Government,East,Cambridge,Software,Design Pro,4,271.03,1084.12,0.08,86.73,997.39,447.78,549.61,Online,Rep_11,Completed,55.1,249.35,False,633
TXN001479,2022-09-16,2022,Q3,September,9,Friday,CUST1062,Government,West,Exeter,Software,Design Pro,4,366.62,1466.48,0.14,205.31,1261.17,857.05,404.12,Retail,Rep_13,Cancelled,32.04,315.29,False,258
TXN001480,2022-09-24,2022,Q3,September,9,Saturday,CUST9942,Government,West,Exeter,Stationery,Notebook Set,3,81.11,243.33,0.07,17.03,226.3,146.86,79.44,Partner,Rep_06,Completed,35.1,75.43,False,266
TXN001481,2023-03-02,2023,Q1,March,3,Thursday,CUST2783,Individual,North,Newcastle,Stationery,Notebook Set,2,99.41,198.82,0.01,1.99,196.83,97.23,99.6,Retail,Rep_09,Completed,50.6,98.42,False,425
TXN001482,2023-09-22,2023,Q3,September,9,Friday,CUST9973,Smb,West,Exeter,Electronics,USB-C Hub,12,396.06,4752.72,0.04,190.11,4562.61,2417.49,2145.12,Online,Rep_09,Completed,47.02,380.22,False,629
TXN001483,2023-12-31,2023,Q4,December,12,Sunday,CUST1281,Government,East,Cambridge,Furniture,Bookshelf,1,670.67,871.87,0.11,95.91,775.96,333.91,442.05,Partner,Rep_20,Completed,56.97,775.96,False,729
TXN001484,2023-02-05,2023,Q1,February,2,Sunday,CUST5080,Enterprise,South,Bristol,Electronics,Webcam HD,19,503.55,9567.45,0.05,478.37,9089.08,5235.56,3853.52,Retail,Rep_10,Completed,42.4,478.37,True,400
TXN001485,2024-10-26,2024,Q4,October,10,Saturday,CUST9795,Enterprise,East,Colchester,Furniture,Office Chair,6,413.35,3224.13,0.05,161.21,3062.92,1315.53,1747.39,Retail,Rep_04,Cancelled,57.05,510.49,False,1029
TXN001486,2023-01-08,2023,Q1,January,1,Sunday,CUST4212,Individual,East,Ipswich,Electronics,Wireless Mouse,2,1242.79,2485.58,0.01,24.86,2460.72,1005.92,1454.8,Online,Rep_13,Completed,59.12,1230.36,False,372
TXN001487,2024-12-17,2024,Q4,December,12,Tuesday,CUST3331,Enterprise,South,Bristol,Software,Productivity Suite,8,73.79,767.42,0.03,23.02,744.4,311.71,432.69,Retail,Rep_07,Completed,58.13,93.05,False,1081
TXN001488,2024-07-03,2024,Q3,July,7,Wednesday,CUST1531,Enterprise,North,Liverpool,Electronics,Laptop Pro,35,587.16,20550.6,0.12,2466.07,18084.53,8539.71,9544.82,Direct Sales,Rep_16,Completed,52.78,516.7,True,914
TXN001489,2024-08-13,2024,Q3,August,8,Tuesday,CUST3549,Individual,North,Newcastle,Software,Productivity Suite,3,374.79,1124.37,0.0,0.0,1124.37,668.33,456.04,Online,Rep_15,Completed,40.56,374.79,False,955
TXN001490,2023-11-05,2023,Q4,November,11,Sunday,CUST4375,Government,North,Manchester,Stationery,Notebook Set,5,30.11,195.72,0.02,3.91,191.81,83.59,108.22,Partner,Rep_16,Pending,56.42,38.36,False,673
TXN001491,2024-12-18,2024,Q4,December,12,Wednesday,CUST3254,Government,North,Newcastle,Software,Project Manager,4,371.78,1933.26,0.02,38.67,1894.59,994.0,900.59,Online,Rep_14,Completed,47.53,473.65,False,1082
TXN001492,2024-11-14,2024,Q4,November,11,Thursday,CUST3126,Smb,West,Cardiff,Electronics,Webcam HD,17,526.71,11640.29,0.04,465.61,11174.68,6265.0,4909.68,Retail,Rep_16,Completed,43.94,657.33,True,1048
TXN001493,2023-04-10,2023,Q2,April,4,Monday,CUST1114,Smb,West,Birmingham,Electronics,Bluetooth Headphones,19,911.14,17311.66,0.02,346.23,16965.43,8577.2,8388.23,Partner,Rep_17,Completed,49.44,892.92,True,464
TXN001494,2022-12-14,2022,Q4,December,12,Wednesday,CUST4494,Government,South,Brighton,Stationery,Sticky Notes,1,24.6,31.98,0.06,1.92,30.06,12.37,17.69,Direct Sales,Rep_13,Completed,58.85,30.06,False,347
TXN001495,2024-02-23,2024,Q1,February,2,Friday,CUST8735,Enterprise,East,Colchester,Stationery,Paper Ream,48,82.08,3939.84,0.1,393.98,3545.86,1488.86,2057.0,Retail,Rep_20,Completed,58.01,73.87,False,783
TXN001496,2023-05-19,2023,Q2,May,5,Friday,CUST1899,Enterprise,North,Liverpool,Stationery,Pen Collection,14,90.52,1267.28,0.06,76.04,1191.24,478.07,713.17,Retail,Rep_01,Completed,59.87,85.09,False,503
TXN001497,2024-01-16,2024,Q1,January,1,Tuesday,CUST5621,Smb,East,Cambridge,Electronics,Webcam HD,9,1006.0,9054.0,0.03,271.62,8782.38,4273.22,4509.16,Online,Rep_10,Completed,51.34,975.82,True,745
TXN001498,2023-03-28,2023,Q1,March,3,Tuesday,CUST7964,Enterprise,East,Norwich,Electronics,Laptop Pro,19,611.31,11614.89,0.01,116.15,11498.74,4947.68,6551.06,Online,Rep_03,Completed,56.97,605.2,True,451
TXN001499,2024-01-17,2024,Q1,January,1,Wednesday,CUST4786,Individual,West,Cardiff,Software,Security Pack,1,189.44,189.44,0.0,0.0,189.44,94.29,95.15,Direct Sales,Rep_04,Pending,50.23,189.44,False,746
TXN001500,2023-07-20,2023,Q3,July,7,Thursday,CUST9037,Government,East,Cambridge,Software,Cloud Storage,2,194.03,388.06,0.08,31.04,357.02,177.18,179.84,Online,Rep_04,Completed,50.37,178.51,False,565
TXN001501,2022-06-06,2022,Q2,June,6,Monday,CUST3195,Smb,East,Norwich,Software,Cloud Storage,17,394.28,6702.76,0.03,201.08,6501.68,3266.51,3235.17,Partner,Rep_09,Completed,49.76,382.45,True,156
TXN001502,2022-04-04,2022,Q2,April,4,Monday,CUST1309,Smb,South,Bristol,Software,Design Pro,15,404.05,6060.75,0.04,242.43,5818.32,3798.04,2020.28,Partner,Unassigned,Completed,34.72,387.89,True,93
TXN001503,2024-05-15,2024,Q2,May,5,Wednesday,CUST6867,Enterprise,South,London,Software,Cloud Storage,34,95.79,3256.86,0.03,97.71,3159.15,2047.36,1111.79,Retail,Rep_15,Completed,35.19,92.92,False,865
TXN001504,2024-02-26,2024,Q1,February,2,Monday,CUST2002,Smb,South,Bristol,Stationery,Paper Ream,11,53.8,591.8,0.05,29.59,562.21,314.29,247.92,Online,Rep_06,Pending,44.1,51.11,False,786
TXN001505,2023-08-31,2023,Q3,August,8,Thursday,CUST3966,Government,East,Colchester,Electronics,USB-C Hub,2,410.6,821.2,0.05,41.06,780.14,492.4,287.74,Online,Rep_13,Completed,36.88,390.07,False,607
TXN001506,2024-04-04,2024,Q2,April,4,Thursday,CUST1748,Government,South,Southampton,Furniture,Filing Cabinet,2,428.6,857.2,0.0,0.0,857.2,510.73,346.47,Retail,Rep_13,Completed,40.42,428.6,False,824
TXN001507,2022-10-22,2022,Q4,October,10,Saturday,CUST4411,Government,South,Southampton,Software,Productivity Suite,2,237.91,618.57,0.05,30.93,587.64,257.16,330.48,Retail,Rep_17,Completed,56.24,293.82,False,294
TXN001508,2024-10-29,2024,Q4,October,10,Tuesday,CUST1494,Individual,North,Newcastle,Software,Project Manager,2,316.09,821.83,0.01,8.22,813.61,494.82,318.79,Retail,Rep_12,Completed,39.18,406.8,False,1032
TXN001509,2023-06-16,2023,Q2,June,6,Friday,CUST8770,Smb,North,Leeds,Electronics,USB-C Hub,12,1164.86,13978.32,0.03,419.35,13558.97,7251.49,6307.48,Retail,Rep_09,Completed,46.52,1129.91,True,531
TXN001510,2023-10-06,2023,Q4,October,10,Friday,CUST1946,Government,West,Exeter,Furniture,Bookshelf,3,474.88,1852.03,0.05,92.6,1759.43,787.58,971.85,Retail,Rep_03,Completed,55.24,586.48,False,643
TXN001511,2022-02-26,2022,Q1,February,2,Saturday,CUST3964,Government,East,Cambridge,Furniture,Desk Lamp,2,709.2,1418.4,0.07,99.29,1319.11,609.26,709.85,Direct Sales,Rep_02,Completed,53.81,659.56,False,56
TXN001512,2022-12-26,2022,Q4,December,12,Monday,CUST2228,Government,North,Manchester,Furniture,Filing Cabinet,4,573.31,2981.21,0.06,178.87,2802.34,1222.4,1579.94,Partner,Rep_16,Completed,56.38,700.58,False,359
TXN001513,2022-12-03,2022,Q4,December,12,Saturday,CUST2868,Individual,South,Southampton,Electronics,USB-C Hub,4,1288.29,6699.11,0.03,200.97,6498.14,3052.87,3445.27,Partner,Rep_12,Completed,53.02,1624.54,True,336
TXN001514,2022-08-01,2022,Q3,August,8,Monday,CUST3935,Smb,North,Leeds,Software,Project Manager,15,454.32,6814.8,0.05,340.74,6474.06,4500.66,1973.4,Online,Rep_18,Completed,30.48,431.6,True,212
TXN001515,2023-06-30,2023,Q2,June,6,Friday,CUST2268,Enterprise,East,Colchester,Furniture,Filing Cabinet,9,505.14,4546.26,0.07,318.24,4228.02,2811.89,1416.13,Retail,Rep_01,Pending,33.49,469.78,False,545
TXN001516,2022-06-14,2022,Q2,June,6,Tuesday,CUST6610,Enterprise,West,Birmingham,Software,Design Pro,17,181.04,3077.68,0.03,92.33,2985.35,1564.27,1421.08,Online,Rep_15,Completed,47.6,175.61,False,164
TXN001517,2023-07-27,2023,Q3,July,7,Thursday,CUST8218,Smb,South,London,Software,Project Manager,15,402.13,6031.95,0.05,301.6,5730.35,3866.63,1863.72,Partner,Rep_01,Completed,32.52,382.02,True,572
TXN001518,2022-03-08,2022,Q1,March,3,Tuesday,CUST3560,Individual,East,Norwich,Software,Security Pack,5,98.93,494.65,0.01,4.95,489.7,284.72,204.98,Partner,Rep_05,Completed,41.86,97.94,False,66
TXN001519,2022-11-20,2022,Q4,November,11,Sunday,CUST2931,Government,North,Leeds,Software,Design Pro,1,206.63,268.62,0.04,10.74,257.88,162.91,94.97,Direct Sales,Rep_14,Completed,36.83,257.88,False,323
TXN001520,2024-05-31,2024,Q2,May,5,Friday,CUST3812,Government,West,Plymouth,Software,Cloud Storage,3,298.83,896.49,0.05,44.82,851.67,393.15,458.52,Direct Sales,Rep_16,Completed,53.84,283.89,False,881
TXN001521,2024-02-05,2024,Q1,February,2,Monday,CUST5937,Enterprise,North,Newcastle,Electronics,Bluetooth Headphones,28,1172.64,32833.92,0.11,3611.73,29222.19,19109.74,10112.45,Retail,Rep_01,Completed,34.61,1043.65,True,765
TXN001522,2022-01-21,2022,Q1,January,1,Friday,CUST3718,Smb,South,London,Electronics,Webcam HD,11,1375.35,15128.85,0.04,605.15,14523.7,6847.33,7676.37,Online,Rep_02,Completed,52.85,1320.34,True,20
TXN001523,2022-03-12,2022,Q1,March,3,Saturday,CUST4152,Smb,South,Southampton,Furniture,Standing Desk,7,262.65,1838.55,0.01,18.39,1820.16,764.78,1055.38,Direct Sales,Rep_05,Completed,57.98,260.02,False,70
TXN001524,2023-11-10,2023,Q4,November,11,Friday,CUST6531,Individual,North,Leeds,Stationery,Notebook Set,1,81.66,106.16,0.01,1.06,105.1,54.8,50.3,Partner,Rep_17,Completed,47.86,105.1,False,678
TXN001525,2023-08-07,2023,Q3,August,8,Monday,CUST4157,Smb,South,Brighton,Furniture,Desk Lamp,14,702.37,9833.18,0.05,491.66,9341.52,5395.93,3945.59,Partner,Rep_05,Completed,42.24,667.25,True,583
TXN001526,2022-02-24,2022,Q1,February,2,Thursday,CUST3069,Individual,South,London,Stationery,Stapler,5,18.14,90.7,0.0,0.0,90.7,57.51,33.19,Partner,Rep_20,Completed,36.59,18.14,False,54
TXN001527,2022-10-02,2022,Q4,October,10,Sunday,CUST9133,Government,South,Brighton,Electronics,Laptop Pro,4,297.83,1548.72,0.05,77.44,1471.28,752.57,718.71,Direct Sales,Rep_06,Completed,48.85,367.82,False,274
TXN001528,2022-01-31,2022,Q1,January,1,Monday,CUST4328,Government,East,Norwich,Software,Design Pro,1,329.96,329.96,0.09,29.7,300.26,136.39,163.87,Partner,Rep_15,Completed,54.58,300.26,False,30
TXN001529,2023-04-15,2023,Q2,April,4,Saturday,CUST7566,Smb,East,Cambridge,Electronics,Bluetooth Headphones,10,1311.46,13114.6,0.02,262.29,12852.31,5723.69,7128.62,Retail,Rep_17,Completed,55.47,1285.23,True,469
TXN001530,2024-03-27,2024,Q1,March,3,Wednesday,CUST1416,Government,North,Leeds,Stationery,Paper Ream,2,50.37,100.74,0.0,0.0,100.74,57.56,43.18,Online,Rep_06,Completed,42.86,50.37,False,816
TXN001531,2024-12-27,2024,Q4,December,12,Friday,CUST2000,Smb,South,Southampton,Stationery,Sticky Notes,4,73.46,381.99,0.02,7.64,374.35,175.6,198.75,Direct Sales,Rep_11,Completed,53.09,93.59,False,1091
TXN001532,2023-10-13,2023,Q4,October,10,Friday,CUST2644,Enterprise,South,Brighton,Electronics,USB-C Hub,8,509.09,5294.54,0.08,423.56,4870.98,2593.72,2277.26,Partner,Rep_19,Completed,46.75,608.87,False,650
TXN001533,2022-10-14,2022,Q4,October,10,Friday,CUST5117,Smb,South,Southampton,Stationery,Paper Ream,18,97.37,2278.46,0.03,68.35,2210.11,1353.6,856.51,Direct Sales,Rep_09,Completed,38.75,122.78,False,286
TXN001534,2023-10-21,2023,Q4,October,10,Saturday,CUST5956,Government,South,London,Electronics,Webcam HD,4,253.88,1320.18,0.1,132.02,1188.16,770.94,417.22,Retail,Rep_07,Cancelled,35.11,297.04,False,658
TXN001535,2023-04-26,2023,Q2,April,4,Wednesday,CUST2560,Individual,West,Plymouth,Furniture,Desk Lamp,4,257.85,1031.4,0.04,41.26,990.14,593.74,396.4,Online,Rep_14,Completed,40.03,247.54,False,480
TXN001536,2024-11-30,2024,Q4,November,11,Saturday,CUST9871,Smb,East,Cambridge,Stationery,Stapler,17,72.95,1612.2,0.01,16.12,1596.08,1016.0,580.08,Partner,Rep_01,Completed,36.34,93.89,False,1064
TXN001537,2023-06-30,2023,Q2,June,6,Friday,CUST6937,Individual,South,Brighton,Software,Cloud Storage,3,438.02,1314.06,0.04,52.56,1261.5,534.93,726.57,Direct Sales,Rep_19,Completed,57.6,420.5,False,545
TXN001538,2022-11-22,2022,Q4,November,11,Tuesday,CUST2741,Smb,East,Norwich,Furniture,Standing Desk,14,624.07,11358.07,0.01,113.58,11244.49,7476.2,3768.29,Partner,Rep_10,Completed,33.51,803.18,True,325
TXN001539,2024-04-22,2024,Q2,April,4,Monday,CUST1208,Enterprise,East,Cambridge,Furniture,Desk Lamp,20,665.4,13308.0,0.14,1863.12,11444.88,4877.31,6567.57,Direct Sales,Rep_19,Completed,57.38,572.24,True,842
TXN001540,2022-01-24,2022,Q1,January,1,Monday,CUST3789,Government,West,Exeter,Electronics,Webcam HD,4,374.69,1498.76,0.0,0.0,1498.76,1012.51,486.25,Online,Rep_11,Completed,32.44,374.69,False,23
TXN001541,2022-04-18,2022,Q2,April,4,Monday,CUST2093,Government,South,Brighton,Stationery,Paper Ream,1,68.23,68.23,0.11,7.51,60.72,35.48,25.24,Partner,Rep_02,Completed,41.57,60.72,False,107
TXN001542,2022-06-22,2022,Q2,June,6,Wednesday,CUST9826,Smb,East,Cambridge,Furniture,Standing Desk,16,254.21,4067.36,0.0,0.0,4067.36,2785.7,1281.66,Direct Sales,Rep_08,Completed,31.51,254.21,False,172
TXN001543,2022-01-12,2022,Q1,January,1,Wednesday,CUST8559,Government,North,Leeds,Electronics,Bluetooth Headphones,3,616.48,1849.44,0.06,110.97,1738.47,1177.01,561.46,Online,Rep_14,Completed,32.3,579.49,False,11
TXN001544,2022-04-23,2022,Q2,April,4,Saturday,CUST5610,Smb,South,Bristol,Software,Cloud Storage,20,54.65,1093.0,0.02,21.86,1071.14,577.25,493.89,Partner,Rep_07,Completed,46.11,53.56,False,112
TXN001545,2022-07-04,2022,Q3,July,7,Monday,CUST2823,Smb,South,Brighton,Software,Cloud Storage,5,403.93,2019.65,0.0,0.0,2019.65,1375.5,644.15,Direct Sales,Rep_20,Completed,31.89,403.93,False,184
TXN001546,2022-07-10,2022,Q3,July,7,Sunday,CUST2624,Government,South,Brighton,Software,Security Pack,3,174.21,522.63,0.02,10.45,512.18,319.94,192.24,Partner,Rep_15,Completed,37.53,170.73,False,190
TXN001547,2024-08-20,2024,Q3,August,8,Tuesday,CUST7884,Enterprise,East,Colchester,Software,Project Manager,18,436.39,7855.02,0.12,942.6,6912.42,4018.34,2894.08,Retail,Rep_06,Completed,41.87,384.02,True,962
TXN001548,2022-04-03,2022,Q2,April,4,Sunday,CUST6370,Individual,North,Newcastle,Stationery,Paper Ream,4,56.04,224.16,0.0,0.0,224.16,95.48,128.68,Online,Rep_16,Completed,57.41,56.04,False,92
TXN001549,2023-01-22,2023,Q1,January,1,Sunday,CUST3763,Individual,South,London,Furniture,Bookshelf,3,439.44,1318.32,0.04,52.73,1265.59,535.76,729.83,Direct Sales,Rep_16,Completed,57.67,421.86,False,386
TXN001550,2023-07-05,2023,Q3,July,7,Wednesday,CUST9208,Government,East,Cambridge,Stationery,Paper Ream,1,50.38,50.38,0.02,1.01,49.37,32.69,16.68,Partner,Rep_18,Completed,33.79,49.37,False,550
TXN001551,2023-04-07,2023,Q2,April,4,Friday,CUST5601,Government,West,Birmingham,Software,Design Pro,4,139.04,556.16,0.11,61.18,494.98,237.52,257.46,Direct Sales,Rep_01,Cancelled,52.01,123.74,False,461
TXN001552,2022-01-07,2022,Q1,January,1,Friday,CUST8892,Individual,East,Ipswich,Stationery,Pen Collection,3,18.22,54.66,0.01,0.55,54.11,34.31,19.8,Direct Sales,Rep_20,Completed,36.59,18.04,False,6
TXN001553,2022-03-08,2022,Q1,March,3,Tuesday,CUST8001,Enterprise,North,Liverpool,Furniture,Filing Cabinet,46,467.67,21512.82,0.1,2151.28,19361.54,12025.68,7335.86,Partner,Rep_10,Completed,37.89,420.9,True,66
TXN001554,2024-10-31,2024,Q4,October,10,Thursday,CUST1839,Government,South,Bristol,Stationery,Sticky Notes,4,17.41,90.53,0.13,11.77,78.76,54.26,24.5,Retail,Rep_12,Pending,31.11,19.69,False,1034
TXN001555,2023-06-10,2023,Q2,June,6,Saturday,CUST4831,Government,South,Bristol,Software,Cloud Storage,3,215.48,646.44,0.13,84.04,562.4,239.66,322.74,Online,Rep_12,Completed,57.39,187.47,False,525
TXN001556,2022-03-10,2022,Q1,March,3,Thursday,CUST3735,Enterprise,West,Exeter,Electronics,Wireless Mouse,24,1210.19,29044.56,0.05,1452.23,27592.33,16810.66,10781.67,Online,Rep_18,Completed,39.07,1149.68,True,68
TXN001557,2023-08-18,2023,Q3,August,8,Friday,CUST1545,Individual,West,Exeter,Furniture,Bookshelf,2,298.13,596.26,0.02,11.93,584.33,394.1,190.23,Online,Rep_19,Completed,32.56,292.17,False,594
TXN001558,2023-03-09,2023,Q1,March,3,Thursday,CUST4456,Enterprise,West,Exeter,Electronics,Bluetooth Headphones,12,812.3,9747.6,0.08,779.81,8967.79,3952.03,5015.76,Retail,Rep_06,Completed,55.93,747.32,True,432
TXN001559,2024-08-31,2024,Q3,August,8,Saturday,CUST9324,Government,North,Newcastle,Stationery,Notebook Set,3,29.62,88.86,0.1,8.89,79.97,51.38,28.59,Partner,Rep_02,Completed,35.75,26.66,False,973
TXN001560,2023-02-25,2023,Q1,February,2,Saturday,CUST9438,Government,East,Cambridge,Software,Design Pro,3,60.83,182.49,0.12,21.9,160.59,94.96,65.63,Retail,Rep_01,Completed,40.87,53.53,False,420
TXN001561,2023-09-12,2023,Q3,September,9,Tuesday,CUST1961,Individual,North,Newcastle,Furniture,Standing Desk,1,647.25,647.25,0.03,19.42,627.83,326.75,301.08,Retail,Rep_15,Completed,47.96,627.83,False,619
TXN001562,2024-03-11,2024,Q1,March,3,Monday,CUST7589,Smb,North,Manchester,Furniture,Standing Desk,20,458.47,9169.4,0.03,275.08,8894.32,5603.61,3290.71,Online,Rep_17,Completed,37.0,444.72,True,800
TXN001563,2022-06-14,2022,Q2,June,6,Tuesday,CUST7859,Individual,North,Leeds,Furniture,Filing Cabinet,2,652.2,1304.4,0.02,26.09,1278.31,686.79,591.52,Direct Sales,Rep_01,Completed,46.27,639.16,False,164
TXN001564,2023-09-23,2023,Q3,September,9,Saturday,CUST3584,Enterprise,West,Plymouth,Stationery,Pen Collection,42,74.62,3134.04,0.08,250.72,2883.32,1978.26,905.06,Direct Sales,Rep_08,Cancelled,31.39,68.65,False,630
TXN001565,2022-06-28,2022,Q2,June,6,Tuesday,CUST2850,Individual,East,Norwich,Furniture,Bookshelf,5,653.81,3269.05,0.05,163.45,3105.6,1661.16,1444.44,Partner,Rep_13,Completed,46.51,621.12,False,178
TXN001566,2022-05-11,2022,Q2,May,5,Wednesday,CUST1032,Individual,West,Cardiff,Stationery,Stapler,5,99.66,498.3,0.01,4.98,493.32,345.23,148.09,Partner,Rep_08,Completed,30.02,98.66,False,130
TXN001567,2024-11-15,2024,Q4,November,11,Friday,CUST2234,Government,North,Leeds,Stationery,Pen Collection,5,47.29,307.38,0.13,39.96,267.42,107.42,160.0,Online,Rep_13,Cancelled,59.83,53.48,False,1049
TXN001568,2023-07-10,2023,Q3,July,7,Monday,CUST2686,Government,East,Norwich,Furniture,Office Chair,5,723.61,3618.05,0.14,506.53,3111.52,1858.98,1252.54,Partner,Rep_17,Completed,40.25,622.3,False,555
TXN001569,2022-01-04,2022,Q1,January,1,Tuesday,CUST8798,Enterprise,North,Manchester,Furniture,Filing Cabinet,24,417.97,10031.28,0.01,100.31,9930.97,6593.67,3337.3,Direct Sales,Rep_07,Completed,33.6,413.79,True,3
TXN001570,2022-03-06,2022,Q1,March,3,Sunday,CUST3461,Smb,South,Bristol,Electronics,Bluetooth Headphones,11,915.35,10068.85,0.04,402.75,9666.1,6309.39,3356.71,Retail,Rep_11,Completed,34.73,878.74,True,64
TXN001571,2022-03-03,2022,Q1,March,3,Thursday,CUST4012,Government,South,Southampton,Electronics,Bluetooth Headphones,4,315.46,1261.84,0.08,100.95,1160.89,611.67,549.22,Partner,Rep_19,Completed,47.31,290.22,False,61
TXN001572,2024-02-28,2024,Q1,February,2,Wednesday,CUST7421,Smb,West,Exeter,Electronics,Wireless Mouse,18,924.71,16644.78,0.01,166.45,16478.33,6674.1,9804.23,Online,Rep_20,Completed,59.5,915.46,True,788
TXN001573,2022-04-27,2022,Q2,April,4,Wednesday,CUST5597,Individual,South,Southampton,Furniture,Filing Cabinet,5,361.94,1809.7,0.02,36.19,1773.51,1055.75,717.76,Direct Sales,Rep_09,Completed,40.47,354.7,False,116
TXN001574,2024-12-04,2024,Q4,December,12,Wednesday,CUST1179,Individual,North,Leeds,Software,Productivity Suite,3,184.22,718.46,0.01,7.18,711.28,411.83,299.45,Direct Sales,Rep_19,Completed,42.1,237.09,False,1068
TXN001575,2022-11-16,2022,Q4,November,11,Wednesday,CUST1146,Smb,East,Cambridge,Furniture,Filing Cabinet,14,520.42,9471.64,0.04,378.87,9092.77,6165.38,2927.39,Partner,Rep_02,Completed,32.19,649.48,True,319
TXN001576,2024-02-11,2024,Q1,February,2,Sunday,CUST4969,Government,South,Southampton,Software,Productivity Suite,3,109.83,329.49,0.01,3.29,326.2,165.21,160.99,Partner,Rep_14,Completed,49.35,108.73,False,771
TXN001577,2022-06-12,2022,Q2,June,6,Sunday,CUST4982,Government,East,Norwich,Software,Security Pack,5,428.18,2140.9,0.08,171.27,1969.63,858.08,1111.55,Partner,Rep_19,Completed,56.43,393.93,False,162
TXN001578,2024-10-17,2024,Q4,October,10,Thursday,CUST7554,Government,East,Ipswich,Furniture,Desk Lamp,2,799.39,2078.41,0.03,62.35,2016.06,829.67,1186.39,Direct Sales,Rep_13,Completed,58.85,1008.03,False,1020
TXN001579,2024-12-19,2024,Q4,December,12,Thursday,CUST7108,Individual,North,Leeds,Software,Security Pack,2,485.51,1262.33,0.01,12.62,1249.71,518.82,730.89,Retail,Rep_09,Completed,58.48,624.86,False,1083
TXN001580,2024-12-10,2024,Q4,December,12,Tuesday,CUST3110,Enterprise,South,Bristol,Software,Design Pro,9,237.63,2780.27,0.14,389.24,2391.03,1636.87,754.16,Retail,Rep_19,Completed,31.54,265.67,False,1074
TXN001581,2022-12-29,2022,Q4,December,12,Thursday,CUST9981,Smb,West,Cardiff,Furniture,Bookshelf,19,358.4,8852.48,0.04,354.1,8498.38,5605.09,2893.29,Direct Sales,Rep_13,Completed,34.05,447.28,True,362
TXN001582,2024-08-08,2024,Q3,August,8,Thursday,CUST8107,Enterprise,South,Southampton,Software,Cloud Storage,21,104.64,2197.44,0.08,175.8,2021.64,838.29,1183.35,Partner,Rep_09,Pending,58.53,96.27,False,950
TXN001583,2023-05-21,2023,Q2,May,5,Sunday,CUST2386,Smb,South,Brighton,Electronics,USB-C Hub,2,723.19,1446.38,0.0,0.0,1446.38,607.41,838.97,Direct Sales,Rep_10,Completed,58.0,723.19,False,505
TXN001584,2024-08-13,2024,Q3,August,8,Tuesday,CUST4716,Enterprise,North,Liverpool,Software,Design Pro,41,378.99,15538.59,0.01,155.39,15383.2,7540.16,7843.04,Partner,Rep_01,Completed,50.98,375.2,True,955
TXN001585,2024-10-12,2024,Q4,October,10,Saturday,CUST1543,Government,West,Cardiff,Stationery,Pen Collection,4,84.95,441.74,0.04,17.67,424.07,264.06,160.01,Partner,Rep_05,Completed,37.73,106.02,False,1015
TXN001586,2022-01-24,2022,Q1,January,1,Monday,CUST9496,Smb,South,London,Stationery,Stapler,9,40.32,362.88,0.0,0.0,362.88,246.67,116.21,Direct Sales,Rep_14,Completed,32.02,40.32,False,23
TXN001587,2022-07-29,2022,Q3,July,7,Friday,CUST9932,Enterprise,West,Cardiff,Stationery,Stapler,13,46.21,600.73,0.13,78.09,522.64,222.41,300.23,Partner,Rep_12,Completed,57.44,40.2,False,209
